id	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore
6780	7.3	12	11	91	3.9	305	86
6781	6.3	5	5	100	0	0	0
6782	7.5	5	5	100	0	0	0
6783	9.1	37	36	97	4.3	2952	91
6784	6.6	11	8	72	0	0	0
6785	7.5	18	15	83	0	0	0
6786	7.5	24	21	87	3.6	2040	78
6787	9	40	40	100	3.9	11562	89
6788	5.2	15	6	40	2.7	642	31
6789	0	2	2	100	0	0	0
6790	5.6	7	3	42	3.7	4639	74
6791	8.6	14	13	92	4.2	3211	90
6792	0	3	0	0	0	0	0
6793	4.8	23	7	30	2.8	16534	41
6794	4.4	10	2	20	2.6	7881	35
6795	3.9	9	3	33	2.8	1020	32
6796	8.3	45	44	97	3.7	22104	88
6797	7	32	29	90	3.2	1987	62
6798	6.4	16	12	75	3.5	3796	76
6799	0	2	0	0	3.6	301	69
6800	2.5	14	1	7	2.7	5821	43
6801	0	3	3	100	0	0	0
6802	4.2	10	3	30	2.8	822	29
6803	5.9	32	16	50	3	9166	62
6804	\N	\N	\N	\N	\N	\N	\N
6805	0	1	1	100	0	0	0
6806	6.1	43	27	62	3.6	915	71
6807	7.5	26	23	88	0	0	0
6808	6.5	17	15	88	3.8	5588	85
6809	6.8	11	9	81	3.1	1687	46
6810	4.4	31	7	22	3.2	11187	67
6811	5.2	15	7	46	3.5	3192	73
6812	7.2	140	115	82	3.3	10597	68
6813	6.2	6	4	66	0	0	0
6814	3.8	13	3	23	2.8	1089	30
6815	5.5	150	73	48	3.3	146766	57
6816	5.6	8	5	62	3.4	1098	70
6817	7	32	28	87	3.2	1489	54
6818	8	20	19	95	4.5	2288	96
6819	6.7	11	9	81	3.2	878	54
6820	7.4	46	41	89	3.4	8664	76
6821	4.2	9	2	22	0	0	0
6822	5.8	8	6	75	3.1	555	50
6823	5.3	44	22	50	3.2	1858	49
6824	0	1	1	100	0	0	0
6825	0	0	0	0	0	0	0
6826	0	0	0	0	0	0	0
6827	2.3	11	0	0	2	1188	24
6828	8.4	6	6	100	3.5	302	71
6829	3.6	11	1	9	0	0	0
6830	6.8	5	5	100	0	0	0
6831	4	5	0	0	0	0	0
6832	5.1	25	12	48	3.3	3801	64
6833	0	0	0	0	0	0	0
6834	3.6	7	2	28	3	367	42
6835	0	2	0	0	0	0	0
6836	5	5	2	40	0	0	0
6837	4.8	26	8	30	3.5	1260	71
6839	3.5	7	0	0	0	0	0
6840	\N	\N	\N	\N	\N	\N	\N
6841	5.4	12	6	50	3.2	709	53
6842	0	0	0	0	0	0	0
6843	\N	\N	\N	\N	\N	\N	\N
6844	5.8	16	9	56	3.3	398	59
6845	4.9	5	1	20	3.3	468	54
6846	4.9	18	7	38	3.3	251	49
6847	0	1	0	0	0	0	0
6848	5.5	9	4	44	0	0	0
6849	6.8	16	11	68	3.4	1834	72
6850	5.8	18	12	66	2.7	1901	38
6851	6.5	13	10	76	3.5	533	73
6852	8.3	25	22	88	3.8	2614	83
6853	0	0	0	0	0	0	0
6854	6.9	7	7	100	0	0	0
6855	7.3	47	43	91	3.7	64	74
6856	7.9	23	21	91	3.8	1924	83
6857	8.3	5	5	100	0	0	0
6858	8.2	30	30	100	3.9	2383	85
6859	7.9	16	16	100	0	0	0
6860	3.8	11	1	9	3.1	2921	54
6861	6.8	44	36	81	3.5	200	66
6862	0	0	0	0	0	0	0
6863	7.8	188	172	91	3.2	183700	63
6864	7.6	18	17	94	4.3	31	90
6865	6.6	154	109	70	3.2	60437	61
6866	4	23	5	21	3.4	768	61
6867	8	149	142	95	3.9	7193	90
6868	5	98	34	34	3.3	3666	67
6869	8.3	73	73	100	3.9	1380	87
6870	7.8	193	168	87	3.7	30024	86
6871	5.3	84	37	44	3	2701	49
6872	1.9	53	2	3	1.9	6777	20
6873	6.7	178	133	74	2.9	12106	43
6874	7.7	226	193	85	3.8	162324	87
6875	5.5	51	26	50	3.1	357	51
6876	6.2	60	39	65	3.1	468	43
6877	5.6	31	18	58	3.6	1305	71
6879	6.6	152	111	73	3.4	11578	73
6880	4.8	152	55	36	3.2	36030	67
6881	7.1	145	122	84	3.3	5487	68
6882	3.9	55	8	14	2.9	26258	38
6883	5.3	126	46	36	3.3	2530	58
6884	6	135	73	54	3.6	2866	72
6885	4.8	144	48	33	2.7	3073	36
6886	4.3	101	14	13	3.5	6426	75
6887	5	115	41	35	3.6	23763	83
6888	4.8	124	45	36	3	92592	68
6889	5.5	122	46	37	3.3	23328	68
6890	7	142	100	70	3.6	15005	79
6891	5.5	26	14	53	3.9	728	77
6892	5.1	106	41	38	3	2164	42
6893	6.4	178	129	72	3.6	103062	79
6894	0	2	0	0	0	0	0
6895	7.2	6	6	100	3.6	624	71
6896	8.8	12	12	100	4.6	400	96
6897	3.7	6	1	16	3.5	739	65
6898	0	1	0	0	0	0	0
6899	1.3	6	0	0	0	0	0
6900	7.4	11	11	100	0	0	0
6901	0	3	0	0	3.1	107	47
6902	6.4	5	4	80	0	0	0
6903	4.4	5	1	20	3	279	43
6905	6	5	3	60	2.7	221	23
6906	3.2	5	0	0	0	0	0
6907	0	0	0	0	0	0	0
6908	4.4	8	3	37	3.5	2288	62
6909	6.1	102	65	63	3.5	8843	71
6910	5	6	4	66	0	0	0
6911	0	4	4	100	0	0	0
6912	0	2	1	50	0	0	0
6913	0	0	0	0	0	0	0
6914	0	4	2	50	0	0	0
6915	0	4	1	25	2.9	170	31
6916	5.3	21	7	33	3.1	4042	62
6917	\N	\N	\N	\N	\N	\N	\N
6918	8.4	14	13	92	4.3	811	92
6919	7.4	11	10	90	3.4	491	67
6920	8.3	57	54	94	4.2	1875	92
6921	0	2	2	100	0	0	0
6923	0	3	2	66	0	0	0
6924	0	2	2	100	0	0	0
6925	0	2	2	100	0	0	0
6926	7.5	5	5	100	0	0	0
6927	5.5	147	62	42	3.1	3875	50
6928	6	59	38	64	3.5	839	67
6929	3	74	8	10	2.8	16165	63
6930	7.7	33	31	93	3.5	176	65
6931	6	32	20	62	3.5	426	68
6932	7.7	163	148	90	3.5	4409	76
6934	5.3	203	74	36	3.4	111917	70
6935	7.9	48	47	97	4.2	655	90
6936	6.9	166	139	83	3.2	66072	73
6937	0	0	0	0	0	0	0
6938	4.9	11	4	36	4.1	417	88
6939	7	64	54	84	4.1	1350	91
6940	6	41	26	63	3.6	899	68
6942	6.4	187	118	63	3.1	191514	71
6944	5.8	29	21	72	3.2	22336	67
6945	7.5	90	84	93	3.8	825	81
6946	6	130	73	56	2.7	8974	43
6947	7.6	205	174	84	3.3	17643	75
6948	6.7	85	66	77	4	2964	87
6949	5.3	7	5	71	3.1	888	48
6950	6.1	168	98	58	3	6895	52
6951	3.2	148	16	10	2.5	15383	41
6952	4.1	161	24	14	3	23666	56
6953	7.5	175	142	81	3.6	38037	83
6954	7.2	125	103	82	3.9	4434	88
6955	5.2	150	63	42	3.1	17761	49
6956	7.1	12	10	83	3.9	931	86
6957	6.7	187	144	77	3.2	17921	73
6958	4.2	134	18	13	2.6	14063	41
6959	3.7	135	15	11	2.9	8959	52
6960	0	1	0	0	0	0	0
6961	6.7	19	14	73	0	0	0
6962	7	24	21	87	3.6	67	82
6963	0	0	0	0	0	0	0
6964	7.4	10	9	90	3.4	510	64
6965	6.6	10	8	80	3.4	435	71
6966	6.6	46	36	78	2.9	9871	50
6967	0	0	0	0	0	0	0
6968	0	1	1	100	0	0	0
6969	0	3	2	66	0	0	0
6970	6.8	16	16	100	3.9	1337	81
6971	7.2	12	10	83	4	2055	88
6972	7.3	5	5	100	3.2	237	54
6973	5.3	22	11	50	2.8	1422	37
6974	7.3	32	30	93	3.1	2525	52
6975	5.6	138	71	51	3.2	16153	54
6976	0	1	1	100	0	0	0
6977	6.4	28	22	78	0	0	0
6978	3.1	104	11	10	2.8	4294	52
6979	7.4	27	26	96	3.3	7636	68
6980	5.8	9	8	88	0	0	0
6981	9.4	11	11	100	4.4	1138	91
6982	8.8	9	9	100	0	0	0
6983	\N	\N	\N	\N	\N	\N	\N
6984	0	0	0	0	0	0	0
6985	8.9	31	30	96	4.4	3362	94
6986	7.8	33	30	90	3.7	25817	80
6987	8.9	34	34	100	4.1	6812	88
6988	8.1	13	13	100	3.7	970	73
6989	6.6	22	17	77	3.3	824	57
6990	7.6	6	6	100	0	0	0
6991	5.8	10	6	60	0	0	0
6992	5.6	31	18	58	3	2875	51
6993	8.4	40	37	92	3.9	7548	88
6994	5.8	18	14	77	3	2056	46
6995	2.8	5	1	20	0	0	0
6996	2.6	21	0	0	2.6	7551	37
6997	5.6	20	11	55	3.3	2678	58
6998	\N	\N	\N	\N	\N	\N	\N
6999	5.1	17	7	41	2.7	3753	46
7000	3.6	30	6	20	2.9	6827	54
7001	8.9	36	36	100	3.6	3820	81
7002	6.6	8	7	87	0	0	0
7003	0	0	0	0	0	0	0
7004	5.1	32	16	50	3	22205	53
7005	4.7	9	2	22	2.4	1885	26
7006	3.7	5	1	20	2.9	884	37
7007	5.1	30	13	43	3.3	11177	66
7008	7.8	26	21	80	3.6	6478	76
7009	6.8	23	22	95	3.5	2829	76
7010	4.8	15	4	26	3.8	2726	80
7011	6.7	14	11	78	3.4	113	56
7012	4.7	15	6	40	3	1673	47
7013	8.7	41	40	97	4.2	5852	91
7014	3.9	19	5	26	2.7	2820	39
7015	5.9	18	11	61	2.9	1292	45
7016	\N	\N	\N	\N	\N	\N	\N
7017	3.9	21	5	23	2.9	8383	48
7018	7.2	31	29	93	3.2	3836	60
7019	6.2	9	7	77	3.1	1570	53
7020	6.4	138	87	63	3.2	15629	57
7021	4	9	1	11	0	0	0
7022	7.2	22	18	81	0	0	0
7023	7.5	16	15	93	3.9	2178	86
7024	6.1	21	15	71	3.6	4630	68
7025	7.5	25	21	84	3.7	801	79
7026	5.5	28	17	60	2.9	3011	55
7027	6.8	29	22	75	3.5	5005	75
7028	6.5	27	22	81	3.3	2142	63
7029	5.8	18	11	61	3.1	1745	48
7030	4.7	28	12	42	3.4	2859	73
7031	\N	\N	\N	\N	\N	\N	\N
7032	7.2	253	202	79	3.1	198824	64
7033	5.4	19	11	57	3	3534	57
7034	7.6	39	35	89	3.9	4417	84
7035	5.9	20	12	60	3.5	2031	70
7036	4.6	17	8	47	0	0	0
7037	5.9	12	7	58	3.9	2771	85
7038	6.5	19	14	73	3.3	1417	61
7039	6.4	15	13	86	3.4	2637	70
7040	7.1	23	20	86	3.6	2714	74
7041	3.1	20	2	10	2.9	2272	42
7042	6.4	25	19	76	4.1	3961	90
7043	7.9	26	24	92	4.3	2190	92
7044	5.8	42	27	64	3.7	11690	81
7045	7.5	13	13	100	3.2	8849	61
7046	6.2	26	19	73	3.2	12158	60
7047	6.1	15	9	60	0	0	0
7048	5.1	23	6	26	3.1	5245	67
7049	7.5	5	5	100	0	0	0
7050	7.1	8	6	75	0	0	0
7051	5.5	10	4	40	3.3	1538	57
7052	0	0	0	0	0	0	0
7053	6.6	5	4	80	0	0	0
7054	0	0	0	0	0	0	0
7055	8.6	19	19	100	0	0	0
7056	8.4	26	26	100	3.9	1936	84
7057	0	0	0	0	0	0	0
7058	7.1	7	7	100	0	0	0
7059	7.8	11	11	100	0	0	0
7060	5.9	21	12	57	3.4	5991	75
7061	7.2	19	16	84	3.9	1297	83
7062	6.9	15	12	80	0	0	0
7063	8.9	32	31	96	4.2	6781	91
7064	0	0	0	0	0	0	0
7065	8	31	31	100	3.3	1249	58
7066	8	8	8	100	3.9	476	85
7067	7.2	21	18	85	4	1862	85
7068	8.1	34	32	94	4.2	2222	86
7069	7.7	24	20	83	3.3	1824	65
7070	8.6	18	18	100	0	0	0
7071	8	19	17	89	4.3	2367	93
7072	8.9	26	26	100	0	0	0
7073	7.9	20	20	100	0	0	0
7074	5.7	7	5	71	0	0	0
7075	7.6	13	13	100	0	0	0
7076	7.7	33	32	96	3.8	8312	84
7077	8.3	8	7	87	0	0	0
7078	7.5	13	13	100	0	0	0
7079	8.3	9	9	100	0	0	0
7080	7.8	20	19	95	3.5	1572	71
7081	7.7	8	8	100	0	0	0
7082	5.4	9	6	66	0	0	0
7083	6.4	12	11	91	3.7	1151	77
7084	7.4	32	31	96	3.9	3355	86
7085	6.4	7	5	71	0	0	0
7086	8.2	16	15	93	3.7	900	82
7087	7.3	20	17	85	3.6	1652	74
7088	7.8	21	19	90	4	1619	86
7089	8.2	39	36	92	4.2	5273	90
7090	0	0	0	0	0	0	0
7091	8.2	24	23	95	3.9	2168	86
7092	7.4	7	7	100	0	0	0
7093	5.8	24	16	66	3.6	905	73
7094	5.3	134	59	44	3.2	10253	71
7095	6.4	19	15	78	0	0	0
7096	8.1	70	69	98	4.2	236	86
7097	6.9	41	37	90	3.5	505	64
7099	8.2	8	8	100	0	0	0
7100	0	0	0	0	0	0	0
7101	5.9	24	18	75	2.7	3776	43
7102	4.9	28	13	46	0	0	0
7103	0	1	0	0	0	0	0
7104	5.2	21	7	33	3	5333	48
7105	6	21	14	66	3.3	476	61
7106	0	4	4	100	0	0	0
7107	6.2	20	14	70	3.4	1837	67
7108	6.6	15	14	93	3.3	1708	60
7109	6.4	20	13	65	3.6	976	68
7110	\N	\N	\N	\N	\N	\N	\N
7111	5.5	16	8	50	3.9	717	79
7112	7.1	197	148	75	4	98746	89
7113	0	0	0	0	0	0	0
7114	4.7	84	23	27	3.3	26317	68
7115	8	18	18	100	0	0	0
7116	8.2	23	22	95	4.1	3066	91
7117	4	10	3	30	2.5	4764	38
7118	6.9	9	9	100	3.7	1212	75
7119	0	1	0	0	0	0	0
7120	0	0	0	0	0	0	0
7121	8.2	23	23	100	3.9	3056	85
7122	7.4	10	9	90	4	779	86
7123	6.8	31	21	67	3.6	7592	78
7124	6.6	7	7	100	0	0	0
7125	7.5	22	19	86	3.8	237	78
7126	6.2	15	12	80	3.9	1173	83
7127	5.5	143	69	48	3.5	43462	66
7128	7.5	20	19	95	3.3	608	54
7129	0	3	2	66	0	0	0
7130	8.7	22	22	100	3.8	1741	83
7131	6	6	5	83	0	0	0
7132	8.5	33	32	96	4.1	4515	90
7133	0	0	0	0	0	0	0
7134	6.3	13	10	76	0	0	0
7135	8.6	18	17	94	0	0	0
7136	7.7	16	15	93	4	1610	88
7137	6.7	168	129	76	3.3	3858	68
7138	6.7	11	10	90	3.1	27	53
7139	7.7	170	151	88	3.8	6695	89
7141	7.6	30	27	90	4	459	89
7142	4.1	111	22	19	3.4	89773	76
7143	6.4	213	138	64	3.7	87574	82
7144	6.9	12	9	75	3.5	42	56
7146	6.3	38	26	68	3.1	213	46
7147	7.2	211	161	76	3.7	112139	86
7148	3.7	71	9	12	3.1	6106	70
7149	6.5	163	115	70	3.2	24174	68
7150	0	0	0	0	0	0	0
7151	6.8	172	123	71	3.4	16783	67
7152	4.7	106	25	23	3	654	38
7153	8.6	239	225	94	3.7	288649	83
7154	4.9	147	51	34	3.1	23577	61
7155	6.5	118	87	73	3.1	8453	59
7156	8.4	135	132	97	4.1	4231	92
7157	5.1	23	12	52	3.2	1577	61
7158	7.1	168	126	75	3.6	8761	81
7159	5.6	27	17	62	3.3	218	63
7160	7.2	182	149	81	3.5	17719	78
7161	4.6	111	26	23	3.1	62198	65
7162	6.7	221	156	70	3.3	26002	74
7163	4.7	151	42	27	2.9	19654	52
7164	6.8	132	100	75	3.3	47413	68
7165	6.6	124	86	69	3	1840	43
7166	5.4	39	17	43	3.6	930	72
7167	6.4	89	60	67	3.5	1232	70
7168	5.6	49	24	48	3	168	40
7169	0	0	0	0	0	0	0
7170	2.8	51	2	3	3.1	1999	57
7171	7.1	57	49	85	3.5	1623	72
7172	7.8	43	38	88	3.9	1453	82
7173	4.8	152	39	25	3.1	42224	54
7174	6.5	72	54	75	2.8	370	38
7175	4.2	111	25	22	2.9	17598	55
7176	7.5	73	63	86	3.7	506	77
7177	7.8	101	97	96	3.9	1868	86
7178	4.8	26	10	38	3.2	3750	56
7179	7.9	16	16	100	3.9	2525	84
7180	0	2	2	100	0	0	0
7181	6.8	16	13	81	3.6	400	74
7182	6.9	7	5	71	0	0	0
7183	0	2	1	50	0	0	0
7184	5.5	14	9	64	3.8	780	75
7185	6	32	21	65	3.1	2596	45
7186	3.7	6	0	0	0	0	0
7187	4.2	8	2	25	2.7	388	34
7188	8.9	38	35	92	4.4	3785	93
7189	1.9	13	0	0	2.2	859	22
7190	\N	\N	\N	\N	\N	\N	\N
7191	2.4	9	1	11	0	0	0
7192	2.8	7	0	0	3.7	1259	79
7193	3.5	22	6	27	3.2	2144	66
7194	6.7	13	11	84	3.6	458	67
7195	6.3	26	20	76	3.4	3350	61
7196	7	152	124	81	3.7	133573	83
7197	6.4	30	21	70	3.1	10364	61
7198	5	20	11	55	2.8	1355	34
7199	7.3	11	11	100	3.6	651	77
7200	7.4	5	5	100	3.5	225	60
7201	5.8	6	3	50	3.3	616	57
7202	5.2	11	5	45	3	2279	42
7203	5.4	75	29	38	3	4745	48
7204	4.4	7	2	28	3	814	39
7205	6	10	6	60	0	0	0
7206	8.5	17	16	94	4.2	2439	89
7207	0	4	3	75	0	0	0
7208	0	1	0	0	0	0	0
7209	8.8	24	24	100	4	2052	86
7210	8.7	22	22	100	3.8	1741	83
7211	0	4	4	100	0	0	0
7212	6.7	14	11	78	3.6	1412	71
7213	6.6	5	4	80	3.2	434	44
7214	0	1	0	0	0	0	0
7215	8.1	21	21	100	4.1	3565	90
7216	7.8	16	15	93	0	0	0
7217	7.6	14	13	92	0	0	0
7218	8.1	17	16	94	0	0	0
7219	6.8	17	16	94	0	0	0
7220	5.3	6	4	66	2.9	446	41
7221	7.2	6	6	100	0	0	0
7222	4.8	24	11	45	3	2726	45
7223	4.5	44	15	34	2.7	71044	43
7224	7.1	8	6	75	0	0	0
7225	7.3	23	22	95	0	0	0
7226	4	10	2	20	2.9	933	34
7227	0	4	4	100	0	0	0
7228	3.2	31	2	6	2.6	8556	35
7229	0	4	1	25	2.8	839	31
7230	0	1	0	0	0	0	0
7231	0	1	0	0	0	0	0
7232	0	4	4	100	3.5	237	54
7234	8.7	31	30	96	4.3	5992	94
7235	6.1	35	22	62	3.9	12533	83
7236	6.6	30	23	76	3.4	2758	62
7237	5.4	18	8	44	3.2	859	49
7238	8.4	8	7	87	0	0	0
7239	6.7	5	5	100	3	377	40
7240	3	8	1	12	0	0	0
7241	0	0	0	0	0	0	0
7242	4.8	5	2	40	0	0	0
7243	7.8	23	22	95	3.8	1397	77
7244	0	3	0	0	0	0	0
7245	7	6	5	83	3.8	348	76
7247	5.4	22	13	59	3.2	18830	65
7248	5.6	58	31	53	3.4	414	60
7249	5.5	6	3	50	0	0	0
7250	5	34	8	23	2.6	2186	33
7251	5.6	5	3	60	3.6	904	72
7252	0	0	0	0	0	0	0
7253	6.6	8	8	100	3.7	773	78
7254	4.8	166	55	33	3.6	109956	81
7255	5.6	142	74	52	2.9	10675	48
7256	8	136	127	93	4.1	3095	91
7257	4	132	21	15	2.5	3228	26
7258	3.7	107	18	16	2.9	7659	50
7259	0	0	0	0	0	0	0
7260	5.4	46	20	43	4	3579	82
7261	6.3	123	84	68	3.1	7601	58
7262	3.8	84	9	10	3.1	5038	56
7263	7	156	124	79	3.7	11958	88
7264	0	0	0	0	0	0	0
7265	6.2	154	93	60	3.7	12547	78
7266	5.9	68	36	52	3.9	1458	84
7267	5.3	7	3	42	2.9	682	50
7269	7.1	5	4	80	3.3	433	57
7270	4.6	12	2	16	3.2	521	48
7271	4.6	6	2	33	3	662	39
7272	7.1	21	19	90	3.5	1082	70
7273	0	1	1	100	0	0	0
7274	0	0	0	0	0	0	0
7275	6.4	7	5	71	0	0	0
7276	4.6	5	2	40	0	0	0
7277	7.2	31	29	93	3.2	3836	60
7278	6.3	6	5	83	0	0	0
7279	0	3	2	66	0	0	0
7280	5.1	19	8	42	2.8	1108	42
7281	0	3	1	33	0	0	0
7282	\N	\N	\N	\N	\N	\N	\N
7283	7.2	6	6	100	2.9	671	31
7284	6.1	22	15	68	3	1402	48
7285	6.4	195	136	69	3.6	846364	74
7286	7.1	10	9	90	3.9	685	88
7288	9	7	7	100	0	0	0
7289	0	2	0	0	0	0	0
7290	6.7	9	8	88	3.3	264	54
7291	0	0	0	0	0	0	0
7292	0	4	0	0	2.4	1191	19
7293	5.4	172	76	44	3.4	217959	68
7294	4.2	144	19	13	2.5	2414	24
7295	7.2	33	31	93	3.8	54	75
7297	7.3	75	67	89	4	1308	86
7298	0	0	0	0	0	0	0
7299	7	80	68	85	3.9	1791	85
7300	6.3	16	12	75	3.9	4207	81
7301	8.3	17	15	88	4.1	1108	88
7302	8.1	13	13	100	3.6	655	75
7303	6.8	15	11	73	3.5	6344	74
7304	7.3	17	15	88	3.8	1302	81
7305	0	1	0	0	0	0	0
7306	6.4	25	17	68	4	575	88
7307	6	8	6	75	0	0	0
7308	7.4	11	10	90	0	0	0
7309	8.1	7	7	100	0	0	0
7310	3.8	12	3	25	2.7	3041	32
7311	7.8	16	13	81	0	0	0
7312	0	0	0	0	0	0	0
7313	3.1	15	1	6	2.9	1449	41
7314	6.6	42	30	71	3.1	471	51
7315	4.2	131	16	12	2.8	1809	35
7316	3.8	88	11	12	2.7	33054	48
7317	0	0	0	0	0	0	0
7318	5.8	262	130	49	3.7	51559	84
7319	4.4	98	29	29	2.7	7120	45
7320	4.3	105	24	22	3.2	46963	71
7321	2.9	132	2	1	2.8	2961	40
7322	5.3	17	7	41	3	221	40
7323	7.4	105	94	89	4	16904	91
7324	5.6	157	73	46	3.2	13730	70
7325	6	188	120	63	3	28412	54
7326	5.6	85	34	40	3.3	1019	60
7327	8.6	29	27	93	4.4	7552	94
7328	8.2	11	11	100	4	746	85
7329	0	4	2	50	0	0	0
7330	0	3	2	66	0	0	0
7331	4.5	12	3	25	3.3	729	58
7332	3.3	26	3	11	2.6	3327	48
7333	7.7	23	20	86	4	807	90
7334	8.6	32	31	96	3.8	3797	85
7335	7.6	25	22	88	4	1058	89
7336	8.1	10	9	90	4	255	82
7337	5.3	30	11	36	3.2	1027	49
7338	8.1	43	41	95	3.7	1552	82
7339	0	2	0	0	0	0	0
7340	4.6	10	4	40	3.3	2022	66
7341	6.5	5	4	80	0	0	0
7342	5.7	124	57	45	3.2	37077	59
7343	6.4	11	9	81	3.5	346	66
7344	0	0	0	0	0	0	0
7345	3.4	91	11	12	2.5	13037	41
7346	5.6	156	87	55	3.3	39311	71
7347	5.5	158	73	46	3.3	56932	69
7348	6.5	131	84	64	3.3	3343	61
7349	7.3	67	62	92	4	613	87
7351	7	27	22	81	3.9	404	81
7352	7.1	78	67	85	3.5	1296	69
7353	5.6	31	16	51	3	524	41
7354	6.2	26	20	76	3	2359	41
7355	6.9	8	6	75	0	0	0
7356	0	3	3	100	0	0	0
7357	6.1	9	5	55	0	0	0
7358	0	4	3	75	3.2	487	50
7359	0	1	0	0	0	0	0
7360	6.7	171	130	76	3.4	49706	75
7361	8.3	216	200	92	4	177263	93
7362	4.6	155	35	22	3.2	13988	63
7364	6.6	96	70	72	3.6	2948	76
7365	7	53	46	86	3.9	1758	85
7366	5.3	169	69	40	2.9	16772	52
7367	6.1	185	101	54	2.8	12107	40
7368	4.1	89	23	25	3.3	2511	65
7369	4.2	111	24	21	2.7	15310	57
7370	7.6	9	9	100	3.7	504	75
7371	6.9	152	106	69	4	17210	88
7372	5.7	54	30	55	3.2	7741	60
7373	6.8	195	157	80	3.2	65444	63
7374	5.7	120	65	54	2.8	4447	44
7375	4.8	118	33	27	3.1	29626	67
7376	4.4	130	32	24	3.2	20192	71
7377	4.9	87	29	33	3.8	6163	83
7379	0	0	0	0	0	0	0
7380	5.6	113	56	49	3.1	50156	62
7381	2.8	116	5	4	3	11437	51
7382	7.5	98	88	89	3.9	1989	87
7383	5.8	15	10	66	3.3	1382	60
7384	7.9	55	54	98	4	492	84
7385	4.9	36	16	44	2.8	474	44
7386	7.3	29	26	89	3.6	11440	83
7387	6.7	171	130	76	3.4	49706	75
7388	5.6	8	5	62	3.8	742	77
7389	5.5	6	3	50	0	0	0
7390	5.8	46	26	56	3.4	876	66
7391	5.4	13	7	53	0	0	0
7392	0	0	0	0	0	0	0
7393	3.3	8	0	0	2.8	189	24
7394	5.8	6	4	66	0	0	0
7395	4.6	111	26	23	3.1	62198	65
7396	8.5	16	15	93	4.4	2761	93
7397	0	3	3	100	0	0	0
7398	0	1	1	100	0	0	0
7399	5.7	54	30	55	3.2	7741	60
7401	2.4	14	0	0	2.7	2264	43
7402	3.6	14	3	21	2.8	401	31
7403	\N	\N	\N	\N	\N	\N	\N
7404	5.2	113	38	33	3.3	8435	56
7405	0	4	2	50	0	0	0
7406	6	6	5	83	0	0	0
7407	0	4	2	50	0	0	0
7408	0	3	1	33	0	0	0
7409	0	3	2	66	0	0	0
7410	5.5	14	6	42	3	724	40
7411	6.5	144	106	73	3.5	61100	79
7413	2.9	6	0	0	3.7	1853	77
7414	0	4	4	100	0	0	0
7415	\N	\N	\N	\N	\N	\N	\N
7416	7.1	15	14	93	0	0	0
7417	5.3	169	69	40	2.9	16772	52
7418	0	0	0	0	0	0	0
7419	7.8	37	34	91	3.8	5298	85
7420	6.6	22	18	81	3.4	1800	71
7437	5.1	119	52	43	3.4	3049	66
7438	7.7	226	193	85	3.8	162324	87
7439	4.2	96	25	26	3	29393	47
7440	6.3	52	37	71	3.8	723	75
7441	4.6	26	8	30	3.2	105	48
7442	6.3	116	72	62	3.1	2330	48
7444	6.2	161	104	64	3.3	96034	70
7445	5.2	157	61	38	3.9	67139	89
7446	5.6	31	16	51	3	524	41
7447	7.2	15	14	93	4.5	88	96
7448	3.1	114	8	7	2.5	7245	33
7449	3.4	135	6	4	2.5	5199	29
7450	4.5	143	26	18	2.9	5210	49
7451	6.9	170	141	82	3	245101	66
7452	8.3	207	202	97	3.9	57550	86
7453	3.5	115	13	11	3	18023	57
7454	0	0	0	0	0	0	0
7455	6.4	26	20	76	3.7	728	73
7456	5.7	85	48	56	3.1	111307	49
7457	4.8	86	28	32	3.3	2699	64
7458	6	216	118	54	3.5	148904	74
7459	6.6	77	53	68	3.9	2413	83
7460	6.2	118	75	63	3.5	10991	75
7461	6.6	58	43	74	3.5	542	61
7474	7.1	15	15	100	0	0	0
7478	7.8	8	8	100	4.1	390	92
7479	0	2	1	50	0	0	0
7480	7.3	52	44	84	3.2	6918	61
7481	5.7	22	13	59	3.3	3733	69
7482	0	0	0	0	0	0	0
7483	0	2	1	50	0	0	0
7484	9.1	20	20	100	4	1625	90
7485	8.1	11	9	81	4	948	87
7486	7.1	31	24	77	4.1	4907	90
7487	6	14	9	64	3.5	2170	67
7488	8.1	5	5	100	3.8	195	74
7489	7.6	5	3	60	3.6	464	71
7490	5.2	36	12	33	2.9	2600	48
7491	6.8	11	9	81	3.8	541	80
7492	8.5	10	10	100	0	0	0
7493	7.7	12	12	100	3.7	997	77
7521	3.4	13	2	15	2.8	740	32
7523	7	5	4	80	0	0	0
7541	5.9	5	3	60	0	0	0
7560	7.6	13	12	92	0	0	0
7561	8.3	5	5	100	0	0	0
7562	0	1	0	0	0	0	0
7563	0	0	0	0	0	0	0
7564	7.5	16	13	81	4.1	1525	89
7565	0	0	0	0	0	0	0
7566	8.8	12	12	100	4.2	565	93
7567	6.2	146	102	69	3.2	14302	52
7569	6.1	33	23	69	3.4	11073	70
7570	5.3	32	15	46	3.1	10228	55
7571	6.6	5	5	100	0	0	0
7572	6.5	10	8	80	0	0	0
7573	5.9	34	22	64	3.1	7414	48
7574	8.1	16	16	100	4	530	83
7577	7.8	14	13	92	3.8	1181	77
7578	0	1	1	100	0	0	0
7579	7.7	164	140	85	3.8	101164	88
7580	5.9	6	5	83	0	0	0
